Time (h),OD600 (-),[Glucose] (g/L),[Xylose] (g/L),trajectory_id
128.0,1.0367,0.0,0.0934,1:1_0101
128.0,1.079,0.0,0.0,1:1_0101
128.0,1.0772,0.0,0.0458,1:1_0101
144.0,1.0703,0.0,0.0398,1:1_0101
144.0,1.0649,0.0497,0.0,1:1_0101
144.0,1.0751,0.1027,0.0321,1:1_0101
24.0,0.2157,14.0101,14.4301,1:1_0102
24.0,0.2187,14.1349,14.4379,1:1_0102
24.0,0.2426,14.1298,14.266,1:1_0102
32.333,0.2214,10.9555,14.3903,1:1_0102
32.333,0.2571,10.5904,14.3679,1:1_0102
32.333,0.2686,10.9047,14.3797,1:1_0102
48.0,0.335,4.2608,14.3304,1:1_0102
48.0,0.2971,4.3236,14.1876,1:1_0102
48.0,0.306,4.3597,14.3343,1:1_0102
55.5,0.3723,2.1344,13.9297,1:1_0102
55.5,0.3206,2.0786,14.0958,1:1_0102
55.5,0.3374,2.2525,14.1098,1:1_0102
72.0,0.3854,0.3324,13.3323,1:1_0102
72.0,0.4263,0.1396,13.2662,1:1_0102
72.0,0.3557,0.3899,13.407,1:1_0102
80.0,0.3734,0.0,12.7059,1:1_0102
80.0,0.3915,0.2113,12.5614,1:1_0102
80.0,0.3945,0.1003,12.505,1:1_0102
96.0,0.4017,0.0,10.7632,1:1_0102
96.0,0.4198,0.1043,10.7805,1:1_0102
96.0,0.402,0.1605,10.803,1:1_0102
104.0,0.4423,0.1465,9.7551,1:1_0102
104.0,0.4223,0.0788,9.6527,1:1_0102
104.0,0.392,0.0,9.7568,1:1_0102
120.0,0.4266,0.0,7.9729,1:1_0102
120.0,0.4314,0.1183,8.1593,1:1_0102
120.0,0.4424,0.0,8.0227,1:1_0102
128.0,0.4421,0.0,7.0268,1:1_0102
128.0,0.4326,0.0,7.1934,1:1_0102
128.0,0.4521,0.1826,7.1804,1:1_0102
144.0,0.466,0.0,5.4693,1:1_0102
144.0,0.4461,0.0,5.317,1:1_0102
144.0,0.4374,0.1602,5.6099,1:1_0102
24.0,0.1667,13.8272,15.3711,1:1_0103
24.0,0.1625,13.9945,15.6038,1:1_0103
24.0,0.1638,13.8299,15.5226,1:1_0103
32.333,0.2634,13.7733,15.4949,1:1_0103
32.333,0.251,13.759,15.4492,1:1_0103
32.333,0.2747,13.9721,15.4853,1:1_0103
48.0,0.8017,12.2236,15.3338,1:1_0103
48.0,0.8171,12.2421,15.3576,1:1_0103
48.0,0.8199,12.1999,15.3026,1:1_0103
55.5,1.3772,9.6716,15.3615,1:1_0103
55.5,1.3868,9.637,15.2182,1:1_0103
55.5,1.3702,9.6842,15.3138,1:1_0103
72.0,2.8549,0.0,6.477,1:1_0103
72.0,2.8354,0.249,6.4536,1:1_0103
72.0,2.8263,0.0196,6.4545,1:1_0103
80.0,3.0785,0.0,0.0,1:1_0103
80.0,3.0964,0.0,0.0,1:1_0103
80.0,3.0962,0.0,0.0,1:1_0103
96.0,3.0758,0.0,0.0484,1:1_0103
96.0,3.0696,0.0,0.0347,1:1_0103
96.0,3.0806,0.0,0.0,1:1_0103
104.0,3.093,0.0079,0.0,1:1_0103
104.0,3.0649,0.0013,0.048,1:1_0103
104.0,3.0876,0.1638,0.0705,1:1_0103
120.0,3.0835,0.0738,0.0049,1:1_0103
120.0,3.0866,0.1296,0.0,1:1_0103
120.0,3.0862,0.119,0.0309,1:1_0103
128.0,3.0783,0.0,0.0,1:1_0103
128.0,3.1272,0.0309,0.0,1:1_0103
128.0,3.0927,0.0,0.0,1:1_0103
144.0,3.0669,0.0,0.0,1:1_0103
144.0,3.0537,0.1021,0.0,1:1_0103
144.0,3.0964,0.0957,0.0017,1:1_0103
24.0,0.2687,15.3091,14.2367,1:1_0104
24.0,0.2877,15.3756,14.3712,1:1_0104
24.0,0.2603,15.2834,14.4895,1:1_0104
32.333,1.1081,9.8425,14.2459,1:1_0104
32.333,1.1294,9.935,14.4127,1:1_0104
32.333,1.0884,9.8809,14.3383,1:1_0104
48.0,2.4791,0.0,0.0,1:1_0104
48.0,2.4981,0.0,0.0572,1:1_0104
48.0,2.4964,0.0,0.045,1:1_0104
55.5,2.4828,0.0,0.0544,1:1_0104
55.5,2.5019,0.0,0.0,1:1_0104
55.5,2.4865,0.0,0.1525,1:1_0104
72.0,2.4965,0.0015,0.0,1:1_0104
72.0,2.5049,0.0,0.0,1:1_0104
72.0,2.5056,0.0387,0.0,1:1_0104
80.0,2.487,0.0126,0.0,1:1_0104
80.0,2.4934,0.0,0.0,1:1_0104
80.0,2.4706,0.0282,0.0,1:1_0104
96.0,2.4733,0.0,0.0,1:1_0104
96.0,2.5293,0.0,0.0,1:1_0104
96.0,2.5069,0.0021,0.0,1:1_0104
104.0,2.5087,0.0472,0.0289,1:1_0104
104.0,2.4874,0.0,0.0917,1:1_0104
104.0,2.4834,0.1231,0.0,1:1_0104
120.0,2.5188,0.0472,0.0,1:1_0104
120.0,2.5003,0.0,0.0033,1:1_0104
120.0,2.4804,0.0,0.0941,1:1_0104
128.0,2.5005,0.0,0.0,1:1_0104
128.0,2.4956,0.0343,0.0,1:1_0104
128.0,2.522,0.0813,0.0,1:1_0104
144.0,2.4757,0.0,0.0,1:1_0104
144.0,2.5153,0.0985,0.0035,1:1_0104
144.0,2.5037,0.0823,0.0058,1:1_0104
24.0,0.215,16.2499,13.4494,1:1_0105
24.0,0.2218,16.2047,13.5615,1:1_0105
24.0,0.2049,16.3458,13.61,1:1_0105
32.333,0.4706,15.3965,13.6672,1:1_0105
32.333,0.3883,15.6958,13.3753,1:1_0105
32.333,0.4873,15.5175,13.7086,1:1_0105
48.0,1.9366,4.551,13.4106,1:1_0105
48.0,1.8981,4.6734,13.4042,1:1_0105
48.0,1.8985,4.6484,13.3569,1:1_0105
55.5,2.3657,0.011,11.0388,1:1_0105
55.5,2.3625,0.1538,11.0826,1:1_0105
55.5,2.3651,0.0,11.1484,1:1_0105
72.0,2.8067,0.0427,1.4802,1:1_0105
72.0,2.7916,0.1794,1.6007,1:1_0105
72.0,2.8113,0.0,1.4774,1:1_0105
80.0,2.8578,0.1364,0.0,1:1_0105
80.0,2.9188,0.0,0.0,1:1_0105
80.0,2.9117,0.0,0.0334,1:1_0105
96.0,2.9085,0.0,0.0,1:1_0105
96.0,2.8574,0.0583,0.0389,1:1_0105
96.0,2.9078,0.0,0.0,1:1_0105
104.0,2.8396,0.2868,0.0527,1:1_0105
104.0,2.8894,0.0279,0.0,1:1_0105
104.0,2.8707,0.1743,0.0658,1:1_0105
120.0,2.8713,0.0,0.0,1:1_0105
120.0,2.8803,0.2049,0.0,1:1_0105
120.0,2.8628,0.0,0.0264,1:1_0105
128.0,2.861,0.0402,0.1209,1:1_0105
128.0,2.8894,0.0,0.0,1:1_0105
128.0,2.8534,0.0,0.0311,1:1_0105
144.0,2.8687,0.194,0.0792,1:1_0105
144.0,2.8508,0.0,0.0,1:1_0105
144.0,2.9181,0.0891,0.1624,1:1_0105
24.0,0.2098,13.8181,14.9218,1:1_0106
24.0,0.2099,13.7965,14.7697,1:1_0106
24.0,0.1934,13.8563,14.9792,1:1_0106
32.333,0.2462,13.8162,14.8991,1:1_0106
32.333,0.1912,13.7617,14.8672,1:1_0106
32.333,0.2544,13.8432,14.9843,1:1_0106
48.0,0.3873,13.6099,14.8192,1:1_0106
48.0,0.3781,13.6139,14.9863,1:1_0106
48.0,0.3478,13.6904,14.9067,1:1_0106
55.5,0.4742,13.4605,14.8209,1:1_0106
55.5,0.4967,13.4644,14.7216,1:1_0106
55.5,0.5035,13.5543,14.9293,1:1_0106
72.0,0.8841,13.1087,14.9191,1:1_0106
72.0,0.8545,12.9377,14.7519,1:1_0106
72.0,0.8599,12.7494,14.779,1:1_0106
80.0,1.1491,12.3146,14.6777,1:1_0106
80.0,1.1077,12.5324,14.8202,1:1_0106
80.0,1.1217,12.3674,15.0066,1:1_0106
96.0,1.8443,9.8546,14.9657,1:1_0106
96.0,1.7949,10.1127,14.5872,1:1_0106
96.0,1.8171,10.1618,14.4934,1:1_0106
104.0,2.2485,8.287,14.5188,1:1_0106
104.0,2.2225,8.1584,14.5693,1:1_0106
104.0,2.2384,8.0535,14.6551,1:1_0106
120.0,3.1635,1.8511,13.7979,1:1_0106
120.0,3.1543,1.8612,13.9085,1:1_0106
120.0,3.1809,1.9517,13.7693,1:1_0106
128.0,3.4609,0.0823,11.69,1:1_0106
128.0,3.4626,0.1692,11.7086,1:1_0106
128.0,3.4519,0.3064,11.8251,1:1_0106
144.0,3.8682,0.0131,2.9714,1:1_0106
144.0,3.8741,0.0144,3.0143,1:1_0106
144.0,3.8467,0.0,3.1777,1:1_0106
24.0,0.3387,14.5839,16.4414,1:1_0107
24.0,0.3095,14.7714,16.4655,1:1_0107
24.0,0.3132,14.4967,16.365,1:1_0107
32.333,0.3324,14.4547,16.5892,1:1_0107
32.333,0.3205,14.5875,16.3717,1:1_0107
32.333,0.3484,14.8034,16.443,1:1_0107
48.0,0.3132,14.5976,16.4684,1:1_0107
48.0,0.297,14.6544,16.636,1:1_0107
48.0,0.3086,14.5574,16.3183,1:1_0107
55.5,0.575,12.9938,16.464,1:1_0107
55.5,0.5401,13.1389,16.3333,1:1_0107
55.5,0.5734,13.0361,16.6111,1:1_0107
72.0,1.8053,0.4318,14.6307,1:1_0107
72.0,1.8304,0.2164,14.6092,1:1_0107
72.0,1.8262,0.3278,14.6278,1:1_0107
80.0,2.171,0.0,6.1804,1:1_0107
80.0,2.2045,0.0,5.9923,1:1_0107
80.0,2.1595,0.0835,5.9737,1:1_0107
96.0,2.4077,0.0546,0.0,1:1_0107
96.0,2.4226,0.0,0.1677,1:1_0107
96.0,2.3977,0.0,0.1609,1:1_0107
104.0,2.4108,0.0,0.0,1:1_0107
104.0,2.36,0.2415,0.0,1:1_0107
104.0,2.3661,0.0268,0.0,1:1_0107
120.0,2.3717,0.0995,0.0464,1:1_0107
120.0,2.3836,0.0018,0.0,1:1_0107
120.0,2.3901,0.0,0.0,1:1_0107
128.0,2.3792,0.0,0.1044,1:1_0107
128.0,2.4068,0.0,0.0,1:1_0107
128.0,2.3882,0.2155,0.0,1:1_0107
144.0,2.3881,0.0089,0.0,1:1_0107
144.0,2.3822,0.1155,0.0454,1:1_0107
144.0,2.4083,0.0589,0.0894,1:1_0107
24.0,0.2969,13.209,15.267,1:1_0108
24.0,0.317,13.1817,15.4233,1:1_0108
24.0,0.3402,13.1228,15.4423,1:1_0108
32.333,0.3032,13.1809,15.6302,1:1_0108
32.333,0.3024,13.1044,15.5951,1:1_0108
32.333,0.295,13.0006,15.334,1:1_0108
48.0,0.2762,12.9811,15.3717,1:1_0108
48.0,0.2997,13.2791,15.471,1:1_0108
48.0,0.3128,13.0718,15.4965,1:1_0108
55.5,0.4959,8.6103,15.3322,1:1_0108
55.5,0.4428,8.6763,15.468,1:1_0108
55.5,0.4745,8.5114,15.2737,1:1_0108
72.0,1.0229,0.0,3.6173,1:1_0108
72.0,1.0369,0.1035,3.5896,1:1_0108
72.0,1.0141,0.0,3.4962,1:1_0108
80.0,1.1062,0.1795,0.2209,1:1_0108
80.0,1.1267,0.0119,0.0,1:1_0108
80.0,1.1144,0.0,0.1885,1:1_0108
96.0,1.0784,0.0384,0.0,1:1_0108
96.0,1.1103,0.0666,0.1022,1:1_0108
96.0,1.1093,0.0761,0.0,1:1_0108
104.0,1.1154,0.1002,0.0332,1:1_0108
104.0,1.0999,0.0,0.1016,1:1_0108
104.0,1.0887,0.0,0.0602,1:1_0108
120.0,1.1017,0.0,0.1351,1:1_0108
120.0,1.0885,0.0,0.0,1:1_0108
120.0,1.1046,0.0,0.0714,1:1_0108
128.0,1.1127,0.0984,0.0,1:1_0108
128.0,1.1532,0.0,0.0,1:1_0108
128.0,1.1456,0.0474,0.0341,1:1_0108
144.0,1.1191,0.0571,0.03,1:1_0108
144.0,1.0912,0.0818,0.0661,1:1_0108
144.0,1.1391,0.1764,0.033,1:1_0108
24.0,0.3089,16.3292,14.7161,1:1_0109
24.0,0.2688,16.2843,14.7869,1:1_0109
24.0,0.3087,16.1011,14.6473,1:1_0109
32.333,0.4813,12.5188,14.5301,1:1_0109
32.333,0.4491,12.6342,14.7195,1:1_0109
32.333,0.4245,12.4145,14.6121,1:1_0109
48.0,0.7637,3.1186,14.2162,1:1_0109
48.0,0.7409,3.1398,14.3392,1:1_0109
48.0,0.7128,3.0194,14.4928,1:1_0109
55.5,0.8099,0.8544,13.7088,1:1_0109
55.5,0.8115,0.7597,13.6637,1:1_0109
55.5,0.8283,0.948,13.5621,1:1_0109
72.0,0.8865,0.1005,9.3968,1:1_0109
72.0,0.9263,0.0,9.3361,1:1_0109
72.0,0.8919,0.121,9.2874,1:1_0109
80.0,0.8994,0.057,6.923,1:1_0109
80.0,0.9243,0.0,6.6652,1:1_0109
80.0,0.9384,0.0229,6.7302,1:1_0109
96.0,0.9662,0.0155,3.2424,1:1_0109
96.0,0.9728,0.0,3.4332,1:1_0109
96.0,0.973,0.0,3.0523,1:1_0109
104.0,1.0081,0.0558,2.1997,1:1_0109
104.0,1.0048,0.0861,2.198,1:1_0109
104.0,0.9825,0.0,2.2207,1:1_0109
120.0,1.0324,0.0,1.0358,1:1_0109
120.0,1.0119,0.0381,1.1287,1:1_0109
120.0,1.0375,0.1679,0.8084,1:1_0109
128.0,1.0526,0.0,0.5323,1:1_0109
128.0,0.9656,0.0326,0.4467,1:1_0109
128.0,1.0169,0.0,0.7348,1:1_0109
144.0,1.0242,0.228,0.1099,1:1_0109
144.0,1.0442,0.0,0.233,1:1_0109
144.0,1.0005,0.0,0.1605,1:1_0109
24.0,0.2407,16.228,14.1394,1:1_0110
24.0,0.2758,16.3182,13.9937,1:1_0110
24.0,0.2803,16.1723,14.2009,1:1_0110
32.333,0.4606,15.253,14.4184,1:1_0110
32.333,0.4819,15.1699,14.14,1:1_0110
32.333,0.45,15.3607,14.1945,1:1_0110
48.0,1.5893,5.7676,13.9621,1:1_0110
48.0,1.6289,5.7541,14.0719,1:1_0110
48.0,1.6085,5.7762,13.9138,1:1_0110
55.5,2.3072,0.0,9.5216,1:1_0110
55.5,2.2913,0.0216,9.5157,1:1_0110
55.5,2.2916,0.1012,9.628,1:1_0110
72.0,2.7298,0.0,0.0285,1:1_0110
72.0,2.7159,0.1328,0.17,1:1_0110
72.0,2.7374,0.0356,0.1186,1:1_0110
80.0,2.7812,0.1557,0.0,1:1_0110
80.0,2.7358,0.0501,0.0,1:1_0110
80.0,2.7777,0.1629,0.0,1:1_0110
96.0,2.7388,0.0,0.0,1:1_0110
96.0,2.7376,0.0954,0.0,1:1_0110
96.0,2.6898,0.0,0.0,1:1_0110
104.0,2.729,0.0187,0.0,1:1_0110
104.0,2.7179,0.0,0.0,1:1_0110
104.0,2.731,0.0,0.0689,1:1_0110
120.0,2.7223,0.0,0.0,1:1_0110
120.0,2.7583,0.0,0.1051,1:1_0110
120.0,2.719,0.0,0.0,1:1_0110
128.0,2.7176,0.0,0.1733,1:1_0110
128.0,2.725,0.0,0.0,1:1_0110
128.0,2.7129,0.0,0.0,1:1_0110
144.0,2.734,0.0,0.0,1:1_0110
144.0,2.7296,0.0502,0.0,1:1_0110
144.0,2.735,0.0293,0.0,1:1_0110
24.0,0.2748,15.7361,16.6135,1:1_0111
24.0,0.2652,15.7186,16.5348,1:1_0111
24.0,0.2521,15.5777,16.4702,1:1_0111
32.333,0.295,15.7728,16.6105,1:1_0111
32.333,0.2852,15.718,16.5632,1:1_0111
32.333,0.2846,15.7242,16.395,1:1_0111
48.0,0.2606,15.5738,16.6462,1:1_0111
48.0,0.3095,15.4598,16.6919,1:1_0111
48.0,0.2781,15.7779,16.5861,1:1_0111
55.5,0.3787,15.3512,16.3937,1:1_0111
55.5,0.3478,15.3818,16.5084,1:1_0111
55.5,0.363,15.3237,16.4705,1:1_0111
72.0,0.7407,12.936,16.5082,1:1_0111
72.0,0.7232,12.8971,16.2881,1:1_0111
72.0,0.7501,13.0949,16.3691,1:1_0111
80.0,1.0823,10.9151,16.5782,1:1_0111
80.0,1.0709,10.7161,16.2959,1:1_0111
80.0,1.0367,10.6331,16.4728,1:1_0111
96.0,1.7068,3.7553,16.0578,1:1_0111
96.0,1.6881,3.7991,16.0313,1:1_0111
96.0,1.6678,3.8402,16.058,1:1_0111
104.0,1.8661,1.4319,15.416,1:1_0111
104.0,1.8884,1.2611,15.3232,1:1_0111
104.0,1.8567,1.375,15.2225,1:1_0111
120.0,2.1546,0.15,10.68,1:1_0111
120.0,2.15,0.0446,10.5221,1:1_0111
120.0,2.1638,0.0551,10.4292,1:1_0111
128.0,2.2723,0.0259,7.1768,1:1_0111
128.0,2.257,0.0096,7.1789,1:1_0111
128.0,2.2214,0.0,6.9375,1:1_0111
144.0,2.3757,0.0875,1.5756,1:1_0111
144.0,2.4377,0.0391,1.6921,1:1_0111
144.0,2.4105,0.0,1.6404,1:1_0111
24.0,0.243,16.1209,13.2819,1:1_0112
24.0,0.2108,16.2885,13.5121,1:1_0112
24.0,0.2353,15.9491,13.5672,1:1_0112
32.333,0.3256,15.878,13.5131,1:1_0112
32.333,0.3222,16.0705,13.5407,1:1_0112
32.333,0.3275,15.8851,13.4265,1:1_0112
48.0,0.8337,14.9761,13.5724,1:1_0112
48.0,0.8412,14.844,13.3444,1:1_0112
48.0,0.857,14.9524,13.3883,1:1_0112
55.5,1.3723,13.4567,13.5304,1:1_0112
55.5,1.3369,13.4888,13.5669,1:1_0112
55.5,1.3903,13.3344,13.3451,1:1_0112
72.0,3.013,1.1158,13.1733,1:1_0112
72.0,3.0496,1.3567,13.1236,1:1_0112
72.0,3.0319,1.2156,13.1086,1:1_0112
80.0,3.3821,0.0363,9.6474,1:1_0112
80.0,3.3745,0.0615,9.6938,1:1_0112
80.0,3.3506,0.0896,9.6588,1:1_0112
96.0,3.8814,0.0234,0.117,1:1_0112
96.0,3.9117,0.0,0.215,1:1_0112
96.0,3.8906,0.0,0.0289,1:1_0112
104.0,3.8741,0.0,0.0677,1:1_0112
104.0,3.9337,0.0,0.0,1:1_0112
104.0,3.9091,0.0,0.0834,1:1_0112
120.0,3.8921,0.0,0.0,1:1_0112
120.0,3.8465,0.0,0.0948,1:1_0112
120.0,3.9179,0.1406,0.0441,1:1_0112
128.0,3.849,0.0,0.1325,1:1_0112
128.0,3.9266,0.1363,0.0,1:1_0112
128.0,3.868,0.0,0.0015,1:1_0112
144.0,3.9254,0.0228,0.0017,1:1_0112
144.0,3.8956,0.04,0.0626,1:1_0112
144.0,3.8796,0.0,0.1371,1:1_0112
24.0,0.3015,15.1078,12.9739,1:1_0113
24.0,0.242,15.3095,12.8474,1:1_0113
24.0,0.26,15.1079,12.869,1:1_0113
32.333,1.0206,10.9822,12.8207,1:1_0113
32.333,1.0422,11.1234,12.9242,1:1_0113
32.333,1.0079,10.8658,12.8786,1:1_0113
48.0,2.4931,0.0152,0.0312,1:1_0113
48.0,2.5347,0.0,0.0,1:1_0113
48.0,2.5232,0.1263,0.0232,1:1_0113
55.5,2.4952,0.0623,0.0,1:1_0113
55.5,2.459,0.0563,0.0892,1:1_0113
55.5,2.5289,0.0,0.0226,1:1_0113
72.0,2.5051,0.0085,0.0115,1:1_0113
72.0,2.5009,0.0212,0.0741,1:1_0113
72.0,2.5245,0.0,0.0,1:1_0113
80.0,2.4917,0.0,0.0,1:1_0113
80.0,2.5006,0.0479,0.0,1:1_0113
80.0,2.4999,0.0418,0.1411,1:1_0113
96.0,2.4917,0.0,0.0,1:1_0113
96.0,2.5378,0.0,0.065,1:1_0113
96.0,2.5233,0.0,0.041,1:1_0113
104.0,2.5122,0.0,0.0,1:1_0113
104.0,2.4883,0.0,0.0,1:1_0113
104.0,2.4903,0.0,0.1191,1:1_0113
120.0,2.4758,0.0,0.1207,1:1_0113
120.0,2.4963,0.0,0.0,1:1_0113
120.0,2.5043,0.0,0.0506,1:1_0113
128.0,2.4809,0.0,0.0,1:1_0113
128.0,2.5236,0.0,0.067,1:1_0113
128.0,2.5096,0.055,0.0,1:1_0113
144.0,2.5079,0.0,0.0,1:1_0113
144.0,2.4981,0.0,0.1425,1:1_0113
144.0,2.5076,0.0,0.0,1:1_0113
24.0,0.284,15.4008,13.4037,1:1_0114
24.0,0.2874,15.5483,13.4574,1:1_0114
24.0,0.2352,15.713,13.3228,1:1_0114
32.333,0.2231,15.486,13.1572,1:1_0114
32.333,0.2412,15.777,13.364,1:1_0114
32.333,0.2344,15.5236,13.3122,1:1_0114
48.0,0.2802,15.4321,13.429,1:1_0114
48.0,0.24,15.781,13.4523,1:1_0114
48.0,0.26,15.4918,13.3466,1:1_0114
55.5,0.2598,14.6522,13.5607,1:1_0114
55.5,0.264,14.5181,13.2763,1:1_0114
55.5,0.2936,14.7058,13.3795,1:1_0114
72.0,0.3383,12.0021,13.4197,1:1_0114
72.0,0.3015,12.1374,13.3174,1:1_0114
72.0,0.3101,12.1618,13.4313,1:1_0114
80.0,0.3324,10.6212,13.4919,1:1_0114
80.0,0.3475,10.6293,13.2667,1:1_0114
80.0,0.3562,10.6799,13.3156,1:1_0114
96.0,0.3807,7.7699,13.2556,1:1_0114
96.0,0.4025,7.8621,13.3144,1:1_0114
96.0,0.4059,7.737,13.3303,1:1_0114
104.0,0.4192,6.4034,13.3009,1:1_0114
104.0,0.4117,6.4972,13.1553,1:1_0114
104.0,0.396,6.2801,13.1725,1:1_0114
120.0,0.3963,3.8958,12.9441,1:1_0114
120.0,0.4395,3.6162,13.1088,1:1_0114
120.0,0.4204,3.6448,13.0662,1:1_0114
128.0,0.4375,2.6846,12.9354,1:1_0114
128.0,0.4676,2.6602,12.8191,1:1_0114
128.0,0.452,2.7959,13.0645,1:1_0114
144.0,0.4553,1.2778,12.6083,1:1_0114
144.0,0.5162,1.2103,12.4168,1:1_0114
144.0,0.4843,1.2518,12.4148,1:1_0114
24.0,0.2656,15.9469,14.1745,1:1_0115
24.0,0.2202,16.0807,14.1229,1:1_0115
24.0,0.2345,15.9756,14.4238,1:1_0115
32.333,0.9511,13.3584,14.2715,1:1_0115
32.333,1.0047,13.4754,14.2428,1:1_0115
32.333,0.9968,13.5749,14.2892,1:1_0115
48.0,3.0857,0.0456,0.0,1:1_0115
48.0,3.0849,0.1431,0.1302,1:1_0115
48.0,3.1061,0.0,0.0,1:1_0115
55.5,3.0837,0.0,0.0,1:1_0115
55.5,3.0924,0.1767,0.0401,1:1_0115
55.5,3.1017,0.0,0.0,1:1_0115
72.0,3.0728,0.0,0.0075,1:1_0115
72.0,3.105,0.0,0.0148,1:1_0115
72.0,3.1267,0.1958,0.077,1:1_0115
80.0,3.0938,0.0738,0.1352,1:1_0115
80.0,3.0572,0.1482,0.0,1:1_0115
80.0,3.0866,0.0,0.032,1:1_0115
96.0,3.0751,0.0,0.0525,1:1_0115
96.0,3.1017,0.0381,0.0,1:1_0115
96.0,3.1112,0.1056,0.0996,1:1_0115
104.0,3.1059,0.0939,0.0871,1:1_0115
104.0,3.1509,0.1218,0.0,1:1_0115
104.0,3.0791,0.0,0.0,1:1_0115
120.0,3.1076,0.0,0.1192,1:1_0115
120.0,3.0695,0.0,0.0,1:1_0115
120.0,3.0805,0.0,0.0,1:1_0115
128.0,3.0821,0.001,0.0,1:1_0115
128.0,3.0866,0.0,0.1014,1:1_0115
128.0,3.1268,0.0148,0.0226,1:1_0115
144.0,3.0937,0.0481,0.039,1:1_0115
144.0,3.1239,0.0,0.0,1:1_0115
144.0,3.1041,0.0,0.0,1:1_0115
24.0,0.2129,13.2621,16.8865,1:1_0116
24.0,0.2352,13.3396,16.8783,1:1_0116
24.0,0.2189,13.3127,16.6929,1:1_0116
32.333,0.2161,13.1141,16.806,1:1_0116
32.333,0.2413,13.1042,16.8281,1:1_0116
32.333,0.2191,13.1422,16.7583,1:1_0116
48.0,0.2736,13.1451,16.8003,1:1_0116
48.0,0.3123,13.0401,16.7766,1:1_0116
48.0,0.3335,12.9222,16.9456,1:1_0116
55.5,0.3667,13.0533,16.7816,1:1_0116
55.5,0.3621,12.9446,16.7441,1:1_0116
55.5,0.3258,12.9197,16.72,1:1_0116
72.0,0.4651,12.5689,16.804,1:1_0116
72.0,0.414,12.6493,16.6914,1:1_0116
72.0,0.4192,12.6353,16.9127,1:1_0116
80.0,0.5201,12.4756,16.7887,1:1_0116
80.0,0.5046,12.5038,16.7454,1:1_0116
80.0,0.528,12.5483,16.7176,1:1_0116
96.0,0.6691,11.758,16.6397,1:1_0116
96.0,0.6736,11.9427,16.6819,1:1_0116
96.0,0.7095,11.7692,16.9978,1:1_0116
104.0,0.7733,11.3827,16.6845,1:1_0116
104.0,0.7731,11.5309,16.823,1:1_0116
104.0,0.8075,11.2655,16.841,1:1_0116
120.0,1.0103,10.138,16.7671,1:1_0116
120.0,1.0343,10.2771,16.815,1:1_0116
120.0,1.0472,10.4187,16.6242,1:1_0116
128.0,1.1967,9.7168,16.6827,1:1_0116
128.0,1.1333,9.3902,16.6731,1:1_0116
128.0,1.207,9.5302,16.6576,1:1_0116
144.0,1.4491,7.4792,16.7321,1:1_0116
144.0,1.461,7.8214,16.7075,1:1_0116
144.0,1.4794,7.5872,16.5356,1:1_0116
24.0,0.3583,15.8997,14.8625,1:1_0117
24.0,0.337,16.0623,14.8212,1:1_0117
24.0,0.3395,15.8688,14.7066,1:1_0117
32.333,0.7022,13.9825,14.664,1:1_0117
32.333,0.7413,13.8974,14.8566,1:1_0117
32.333,0.7161,13.7768,14.8027,1:1_0117
48.0,1.9979,0.8356,14.2625,1:1_0117
48.0,1.9879,0.8594,14.0444,1:1_0117
48.0,2.0288,0.742,14.1856,1:1_0117
55.5,2.1984,0.0362,10.1726,1:1_0117
55.5,2.2565,0.0222,10.1694,1:1_0117
55.5,2.2106,0.0187,10.2579,1:1_0117
72.0,2.5219,0.0,1.6911,1:1_0117
72.0,2.5063,0.0607,1.7618,1:1_0117
72.0,2.5266,0.0032,1.807,1:1_0117
80.0,2.5789,0.0,0.4402,1:1_0117
80.0,2.5797,0.183,0.7363,1:1_0117
80.0,2.5561,0.0458,0.5894,1:1_0117
96.0,2.5955,0.0313,0.1221,1:1_0117
96.0,2.5792,0.0522,0.0,1:1_0117
96.0,2.5634,0.0,0.0,1:1_0117
104.0,2.5376,0.0,0.0,1:1_0117
104.0,2.5728,0.0556,0.0257,1:1_0117
104.0,2.5655,0.0,0.0946,1:1_0117
120.0,2.5688,0.0,0.0,1:1_0117
120.0,2.5562,0.0,0.0,1:1_0117
120.0,2.5651,0.0656,0.0411,1:1_0117
128.0,2.6018,0.1212,0.1957,1:1_0117
128.0,2.5821,0.0543,0.0,1:1_0117
128.0,2.5874,0.0,0.0,1:1_0117
144.0,2.6014,0.0,0.0439,1:1_0117
144.0,2.5533,0.1127,0.1263,1:1_0117
144.0,2.5815,0.1246,0.0007,1:1_0117
24.0,0.1088,13.4785,13.3251,1:1_0118
24.0,0.1582,13.6023,13.4818,1:1_0118
24.0,0.1812,13.6662,13.4534,1:1_0118
32.333,0.1637,13.5263,13.441,1:1_0118
32.333,0.1754,13.4033,13.3945,1:1_0118
32.333,0.1545,13.3736,13.2748,1:1_0118
48.0,0.2747,12.9873,13.4378,1:1_0118
48.0,0.2472,12.8679,13.387,1:1_0118
48.0,0.2497,12.9051,13.1489,1:1_0118
55.5,0.3385,12.6736,13.2255,1:1_0118
55.5,0.3531,12.5136,13.1518,1:1_0118
55.5,0.3148,12.4239,13.2967,1:1_0118
72.0,0.5833,10.8952,13.1563,1:1_0118
72.0,0.5652,10.6207,13.1727,1:1_0118
72.0,0.5768,10.7104,13.1181,1:1_0118
80.0,0.7425,9.1202,13.2713,1:1_0118
80.0,0.7676,9.287,13.2879,1:1_0118
