Time (h),OD600 (-),[Glucose] (g/L),[Xylose] (g/L),trajectory_id
128.0,2.9008,0.0,0.0,2:1_0093
144.0,2.8962,0.0,0.0,2:1_0093
144.0,2.8955,0.0,0.0955,2:1_0093
144.0,2.8687,0.0,0.1,2:1_0093
24.0,0.1925,20.4812,10.3468,2:1_0094
24.0,0.2164,20.4514,10.5199,2:1_0094
24.0,0.2454,20.5545,10.2887,2:1_0094
32.333,0.2153,20.4905,10.1216,2:1_0094
32.333,0.2198,20.3893,10.1635,2:1_0094
32.333,0.2547,20.5015,10.3054,2:1_0094
48.0,0.2552,20.3502,10.233,2:1_0094
48.0,0.2641,20.7427,10.4358,2:1_0094
48.0,0.2512,20.4564,10.3114,2:1_0094
55.5,0.4427,19.5745,10.4079,2:1_0094
55.5,0.4573,19.3456,10.4269,2:1_0094
55.5,0.4247,19.4513,10.4268,2:1_0094
72.0,1.9408,1.7823,10.2298,2:1_0094
72.0,1.9487,1.8976,10.2592,2:1_0094
72.0,1.9775,1.9503,10.2467,2:1_0094
80.0,2.1458,0.0,7.5348,2:1_0094
80.0,2.1485,0.0585,7.4078,2:1_0094
80.0,2.1944,0.0328,7.5021,2:1_0094
96.0,2.3799,0.1913,1.1146,2:1_0094
96.0,2.3755,0.0854,1.2638,2:1_0094
96.0,2.378,0.0,1.2108,2:1_0094
104.0,2.4212,0.1554,0.4383,2:1_0094
104.0,2.4396,0.0,0.4294,2:1_0094
104.0,2.388,0.0182,0.3896,2:1_0094
120.0,2.4674,0.1558,0.0044,2:1_0094
120.0,2.4146,0.0,0.0008,2:1_0094
120.0,2.457,0.0415,0.0821,2:1_0094
128.0,2.4479,0.0,0.0,2:1_0094
128.0,2.4421,0.0,0.0,2:1_0094
128.0,2.41,0.1054,0.0,2:1_0094
144.0,2.4364,0.0,0.0386,2:1_0094
144.0,2.4265,0.0446,0.0,2:1_0094
144.0,2.442,0.0,0.0,2:1_0094
24.0,0.1596,20.3122,9.1429,2:1_0095
24.0,0.1843,20.3132,9.1275,2:1_0095
24.0,0.1506,20.3014,9.1854,2:1_0095
32.333,0.1922,20.3501,9.4304,2:1_0095
32.333,0.1523,20.3726,9.2966,2:1_0095
32.333,0.169,20.3667,9.3556,2:1_0095
48.0,0.189,20.3453,9.3163,2:1_0095
48.0,0.1897,20.4368,9.3714,2:1_0095
48.0,0.1996,20.3079,9.3498,2:1_0095
55.5,0.2225,20.1638,9.3309,2:1_0095
55.5,0.2081,20.0774,9.3731,2:1_0095
55.5,0.2463,20.2582,9.4008,2:1_0095
72.0,0.7724,18.1439,9.254,2:1_0095
72.0,0.7404,18.1359,9.3016,2:1_0095
72.0,0.7596,18.2356,9.1796,2:1_0095
80.0,1.3071,14.4242,9.3242,2:1_0095
80.0,1.3079,14.8921,9.481,2:1_0095
80.0,1.3286,14.6185,9.2316,2:1_0095
96.0,2.3545,2.6812,8.9138,2:1_0095
96.0,2.3687,2.4386,8.8791,2:1_0095
96.0,2.3831,2.5439,8.7824,2:1_0095
104.0,2.5425,0.4221,7.7924,2:1_0095
104.0,2.5605,0.4571,7.6553,2:1_0095
104.0,2.5566,0.4483,7.7347,2:1_0095
120.0,2.8839,0.0,1.9847,2:1_0095
120.0,2.842,0.0,2.0194,2:1_0095
120.0,2.8866,0.0,2.1831,2:1_0095
128.0,2.9318,0.0,0.7431,2:1_0095
128.0,2.9181,0.0128,0.4802,2:1_0095
128.0,2.9342,0.0705,0.7668,2:1_0095
144.0,2.9632,0.0,0.0162,2:1_0095
144.0,2.9623,0.0627,0.0,2:1_0095
144.0,2.9552,0.0,0.1306,2:1_0095
24.0,0.2351,19.4355,10.2636,2:1_0096
24.0,0.2076,19.3051,10.0214,2:1_0096
24.0,0.2391,19.2848,10.4018,2:1_0096
32.333,0.2105,19.4587,10.1912,2:1_0096
32.333,0.2462,19.3719,10.1716,2:1_0096
32.333,0.2135,19.3739,10.1369,2:1_0096
48.0,0.1988,19.5101,10.4261,2:1_0096
48.0,0.2417,19.2622,10.3424,2:1_0096
48.0,0.1803,19.3479,10.1843,2:1_0096
55.5,0.2782,18.7618,10.0035,2:1_0096
55.5,0.3193,18.9587,10.2345,2:1_0096
55.5,0.271,18.9925,10.2298,2:1_0096
72.0,1.1585,10.3663,10.2416,2:1_0096
72.0,1.1633,10.5569,10.2046,2:1_0096
72.0,1.1827,10.5525,10.1573,2:1_0096
80.0,1.6905,2.3073,10.1209,2:1_0096
80.0,1.657,2.3234,9.8075,2:1_0096
80.0,1.6997,2.1532,10.0504,2:1_0096
96.0,1.9386,0.02,6.2172,2:1_0096
96.0,1.9078,0.0,6.3344,2:1_0096
96.0,1.9076,0.0,6.3104,2:1_0096
104.0,1.9877,0.0043,4.1624,2:1_0096
104.0,1.9478,0.0,4.2611,2:1_0096
104.0,1.9342,0.0425,4.2484,2:1_0096
120.0,2.0716,0.0701,1.6315,2:1_0096
120.0,2.0121,0.0,1.842,2:1_0096
120.0,2.0518,0.0597,1.6409,2:1_0096
128.0,2.075,0.0,1.1182,2:1_0096
128.0,2.0422,0.0,1.2509,2:1_0096
128.0,2.068,0.0107,0.8377,2:1_0096
144.0,2.0967,0.0886,0.3304,2:1_0096
144.0,2.1021,0.1171,0.4029,2:1_0096
144.0,2.041,0.0,0.519,2:1_0096
24.0,0.2815,20.3269,10.3504,2:1_0097
24.0,0.2874,20.3137,10.399,2:1_0097
24.0,0.2668,20.3974,10.2555,2:1_0097
32.333,0.2869,20.1609,10.3126,2:1_0097
32.333,0.2689,20.2816,10.4028,2:1_0097
32.333,0.2837,20.4753,10.4089,2:1_0097
48.0,0.2776,20.2706,10.3671,2:1_0097
48.0,0.2962,20.1558,10.393,2:1_0097
48.0,0.258,20.3332,10.4393,2:1_0097
55.5,0.4011,19.857,10.145,2:1_0097
55.5,0.4064,19.8442,10.3842,2:1_0097
55.5,0.4148,20.2031,10.2991,2:1_0097
72.0,1.204,18.1328,10.1091,2:1_0097
72.0,1.2102,18.251,10.3253,2:1_0097
72.0,1.1852,18.1859,10.3862,2:1_0097
80.0,1.9102,15.0938,9.9757,2:1_0097
80.0,1.8949,15.0557,10.2388,2:1_0097
80.0,1.8972,15.1464,9.9521,2:1_0097
96.0,3.7596,0.0479,0.0908,2:1_0097
96.0,3.7793,0.0,0.1514,2:1_0097
96.0,3.7647,0.0,0.0,2:1_0097
104.0,3.7524,0.0286,0.0341,2:1_0097
104.0,3.7359,0.0609,0.0,2:1_0097
104.0,3.7728,0.171,0.0,2:1_0097
120.0,3.7496,0.0972,0.0276,2:1_0097
120.0,3.7214,0.0865,0.0,2:1_0097
120.0,3.7525,0.0,0.0795,2:1_0097
128.0,3.74,0.09,0.0,2:1_0097
128.0,3.7388,0.0412,0.0,2:1_0097
128.0,3.7844,0.0186,0.0,2:1_0097
144.0,3.7405,0.0018,0.0996,2:1_0097
144.0,3.7306,0.0,0.0,2:1_0097
144.0,3.7793,0.0999,0.159,2:1_0097
24.0,0.2253,18.4831,8.6574,2:1_0098
24.0,0.211,18.3602,8.4495,2:1_0098
24.0,0.2424,18.5712,8.5687,2:1_0098
32.333,0.3425,18.1376,8.4538,2:1_0098
32.333,0.3053,17.9858,8.4829,2:1_0098
32.333,0.34,18.1357,8.5079,2:1_0098
48.0,0.7039,16.4873,8.409,2:1_0098
48.0,0.7274,16.3297,8.4958,2:1_0098
48.0,0.7088,16.3103,8.3576,2:1_0098
55.5,1.0759,14.2609,8.4486,2:1_0098
55.5,1.0128,14.1175,8.4687,2:1_0098
55.5,1.0789,14.256,8.5086,2:1_0098
72.0,1.8513,6.4045,8.2863,2:1_0098
72.0,1.8749,6.1282,8.26,2:1_0098
72.0,1.842,6.1596,8.3866,2:1_0098
80.0,2.0675,2.3945,7.9928,2:1_0098
80.0,2.0995,2.2502,8.0162,2:1_0098
80.0,2.1036,2.3371,7.8888,2:1_0098
96.0,2.3798,0.0388,5.4807,2:1_0098
96.0,2.3669,0.0405,5.6483,2:1_0098
96.0,2.3666,0.0,5.5553,2:1_0098
104.0,2.4442,0.1324,3.9015,2:1_0098
104.0,2.5071,0.0,3.9014,2:1_0098
104.0,2.4868,0.0,3.7088,2:1_0098
120.0,2.5947,0.0106,1.333,2:1_0098
120.0,2.5981,0.0,1.432,2:1_0098
120.0,2.5959,0.0,1.275,2:1_0098
128.0,2.6229,0.0,0.6077,2:1_0098
128.0,2.6741,0.0,0.7352,2:1_0098
128.0,2.632,0.1013,0.7447,2:1_0098
144.0,2.686,0.024,0.3332,2:1_0098
144.0,2.669,0.1542,0.2009,2:1_0098
144.0,2.6562,0.0,0.2144,2:1_0098
24.0,0.2928,21.1531,8.6192,2:1_0099
24.0,0.2904,21.0323,8.8719,2:1_0099
24.0,0.2765,20.9479,8.7788,2:1_0099
32.333,0.3153,21.0402,8.7079,2:1_0099
32.333,0.303,20.8683,8.7297,2:1_0099
32.333,0.33,20.887,8.6411,2:1_0099
48.0,0.2924,20.9856,8.9037,2:1_0099
48.0,0.2817,20.9058,8.7967,2:1_0099
48.0,0.2874,21.0978,8.6998,2:1_0099
55.5,0.4191,20.5868,8.764,2:1_0099
55.5,0.4143,20.718,8.5952,2:1_0099
55.5,0.4143,20.8159,8.6653,2:1_0099
72.0,1.1048,18.3215,8.8789,2:1_0099
72.0,1.1338,18.2651,8.6835,2:1_0099
72.0,1.1145,18.1096,8.6924,2:1_0099
80.0,1.7129,14.7948,8.6278,2:1_0099
80.0,1.6762,14.7877,8.5669,2:1_0099
80.0,1.6724,14.9441,8.5867,2:1_0099
96.0,2.9609,0.2387,8.031,2:1_0099
96.0,2.9787,0.2959,7.9205,2:1_0099
96.0,2.992,0.1514,8.0466,2:1_0099
104.0,3.2162,0.0,4.9926,2:1_0099
104.0,3.2004,0.0,4.8667,2:1_0099
104.0,3.1704,0.0,4.9402,2:1_0099
120.0,3.4305,0.0,0.6624,2:1_0099
120.0,3.4407,0.0431,0.6221,2:1_0099
120.0,3.4008,0.0,0.6281,2:1_0099
128.0,3.452,0.0242,0.1979,2:1_0099
128.0,3.4251,0.0519,0.2542,2:1_0099
128.0,3.4493,0.1343,0.2419,2:1_0099
144.0,3.4168,0.0719,0.0,2:1_0099
144.0,3.4191,0.0,0.1783,2:1_0099
144.0,3.4304,0.0,0.0,2:1_0099
24.0,0.3039,20.4171,8.2621,2:1_0100
24.0,0.3384,20.5895,8.3575,2:1_0100
24.0,0.3345,20.5427,8.1971,2:1_0100
32.333,0.2988,20.3798,8.3758,2:1_0100
32.333,0.3095,20.368,8.3803,2:1_0100
32.333,0.318,20.6352,8.2307,2:1_0100
48.0,0.3003,20.583,8.3097,2:1_0100
48.0,0.3106,20.6698,8.3514,2:1_0100
48.0,0.3275,20.4275,8.1318,2:1_0100
55.5,0.3943,20.1151,8.2455,2:1_0100
55.5,0.3732,20.285,8.2511,2:1_0100
55.5,0.3787,20.2752,8.3428,2:1_0100
72.0,0.6317,19.2543,8.16,2:1_0100
72.0,0.6182,19.4834,8.1669,2:1_0100
72.0,0.6507,19.0968,8.1566,2:1_0100
80.0,0.788,18.4623,8.2374,2:1_0100
80.0,0.825,18.3341,8.2265,2:1_0100
80.0,0.7923,18.57,8.1199,2:1_0100
96.0,1.2712,15.0213,8.2457,2:1_0100
96.0,1.2585,15.3014,8.1964,2:1_0100
96.0,1.2896,15.1654,8.1863,2:1_0100
104.0,1.586,12.3385,8.1945,2:1_0100
104.0,1.5671,12.2309,8.2247,2:1_0100
104.0,1.5835,12.1294,8.0951,2:1_0100
120.0,2.3161,2.9984,7.7678,2:1_0100
120.0,2.2556,2.9577,7.7046,2:1_0100
120.0,2.2941,3.0194,7.7846,2:1_0100
128.0,2.5198,0.1585,6.0392,2:1_0100
128.0,2.521,0.0,6.0994,2:1_0100
128.0,2.5447,0.0989,6.1952,2:1_0100
144.0,2.8382,0.0,0.4068,2:1_0100
144.0,2.7792,0.201,0.4012,2:1_0100
144.0,2.7491,0.0434,0.4104,2:1_0100
24.0,0.2507,20.3509,11.0633,2:1_0101
24.0,0.2737,20.0565,11.093,2:1_0101
24.0,0.327,20.0756,10.9739,2:1_0101
32.333,0.3987,19.9553,10.9531,2:1_0101
32.333,0.4057,19.9432,10.8301,2:1_0101
32.333,0.375,19.9244,10.9053,2:1_0101
48.0,0.8941,18.8116,11.0368,2:1_0101
48.0,0.9124,18.7229,10.9313,2:1_0101
48.0,0.9104,18.8865,10.8612,2:1_0101
55.5,1.3401,17.2839,11.0306,2:1_0101
55.5,1.346,17.5596,10.9652,2:1_0101
55.5,1.3738,17.3278,10.8356,2:1_0101
72.0,2.5231,9.8897,10.5684,2:1_0101
72.0,2.544,9.9609,10.6982,2:1_0101
72.0,2.5313,9.9623,10.9092,2:1_0101
80.0,3.0514,4.6083,10.5293,2:1_0101
80.0,3.0421,4.6424,10.5826,2:1_0101
80.0,3.0194,4.5377,10.4181,2:1_0101
96.0,3.5883,0.2877,6.4288,2:1_0101
96.0,3.5931,0.117,6.7403,2:1_0101
96.0,3.6114,0.1959,6.6671,2:1_0101
104.0,3.7682,0.22,2.7831,2:1_0101
104.0,3.8197,0.0724,2.8937,2:1_0101
104.0,3.8188,0.1169,2.878,2:1_0101
120.0,3.9177,0.0124,0.1363,2:1_0101
120.0,3.9333,0.1022,0.1934,2:1_0101
120.0,3.9299,0.0,0.179,2:1_0101
128.0,3.8979,0.0,0.0867,2:1_0101
128.0,3.9495,0.0,0.0461,2:1_0101
128.0,3.9392,0.0681,0.0059,2:1_0101
144.0,3.9133,0.0387,0.1966,2:1_0101
144.0,3.9145,0.0,0.0,2:1_0101
144.0,3.9812,0.0,0.0,2:1_0101
24.0,0.1808,20.1477,10.3683,2:1_0102
24.0,0.1722,19.994,10.3982,2:1_0102
24.0,0.2088,20.0659,10.2391,2:1_0102
32.333,0.2068,19.9789,10.2322,2:1_0102
32.333,0.2189,19.9473,10.4042,2:1_0102
32.333,0.1821,19.7467,10.2484,2:1_0102
48.0,0.3145,19.4276,10.2254,2:1_0102
48.0,0.3397,19.661,10.3001,2:1_0102
48.0,0.2929,19.7327,10.2445,2:1_0102
55.5,0.4108,19.3643,10.302,2:1_0102
55.5,0.4387,19.3811,10.3187,2:1_0102
55.5,0.4072,19.3668,10.2639,2:1_0102
72.0,0.7646,18.0293,10.2285,2:1_0102
72.0,0.7424,18.0363,10.2448,2:1_0102
72.0,0.7974,18.1627,10.2651,2:1_0102
80.0,1.0028,16.9716,10.4663,2:1_0102
80.0,1.0272,16.7381,10.3584,2:1_0102
80.0,1.0321,17.13,10.2472,2:1_0102
96.0,1.6385,12.7893,10.1661,2:1_0102
96.0,1.6186,12.7842,10.0882,2:1_0102
96.0,1.6094,12.8259,10.2923,2:1_0102
104.0,1.9958,9.5916,10.2091,2:1_0102
104.0,1.9966,9.5029,10.1747,2:1_0102
104.0,1.9695,9.5903,10.2014,2:1_0102
120.0,2.4731,2.8454,9.9788,2:1_0102
120.0,2.5051,2.8271,10.0326,2:1_0102
120.0,2.4706,2.9136,10.1613,2:1_0102
128.0,2.6331,1.0593,9.5594,2:1_0102
128.0,2.6406,0.9507,9.7833,2:1_0102
128.0,2.6529,0.9864,9.5056,2:1_0102
144.0,2.8865,0.0,6.8527,2:1_0102
144.0,2.875,0.1174,6.791,2:1_0102
144.0,2.9046,0.1278,6.8218,2:1_0102
24.0,0.2817,21.4683,10.9998,2:1_0103
24.0,0.2353,21.3642,10.9276,2:1_0103
24.0,0.2396,21.5424,10.8565,2:1_0103
32.333,0.2513,21.6292,10.9059,2:1_0103
32.333,0.243,21.6527,10.7402,2:1_0103
32.333,0.2533,21.536,10.6799,2:1_0103
48.0,0.2339,21.5601,10.8851,2:1_0103
48.0,0.2089,21.6971,10.7301,2:1_0103
48.0,0.1887,21.467,10.7616,2:1_0103
55.5,0.3317,18.9604,10.6213,2:1_0103
55.5,0.3072,18.8545,10.7681,2:1_0103
55.5,0.321,19.0351,10.5652,2:1_0103
72.0,0.8998,0.2029,3.7991,2:1_0103
72.0,0.9045,0.0,3.8458,2:1_0103
72.0,0.9411,0.0,3.6296,2:1_0103
80.0,0.9674,0.0372,0.0483,2:1_0103
80.0,0.9986,0.0,0.004,2:1_0103
80.0,0.9762,0.071,0.0,2:1_0103
96.0,0.9496,0.0,0.1703,2:1_0103
96.0,0.9422,0.0,0.0775,2:1_0103
96.0,0.94,0.0258,0.0,2:1_0103
104.0,0.9656,0.0052,0.0164,2:1_0103
104.0,0.9444,0.0228,0.0,2:1_0103
104.0,0.9878,0.0638,0.0,2:1_0103
120.0,0.9451,0.0,0.018,2:1_0103
120.0,0.9584,0.0,0.2818,2:1_0103
120.0,0.9515,0.1391,0.0,2:1_0103
128.0,0.9182,0.0191,0.1119,2:1_0103
128.0,0.9745,0.0256,0.0024,2:1_0103
128.0,0.9519,0.0896,0.0,2:1_0103
144.0,0.949,0.0411,0.0,2:1_0103
144.0,0.9874,0.0467,0.0,2:1_0103
144.0,0.9389,0.0,0.2338,2:1_0103
24.0,0.1676,21.5351,8.6482,2:1_0104
24.0,0.1986,21.5277,8.7606,2:1_0104
24.0,0.1877,21.5934,8.8241,2:1_0104
32.333,0.1749,21.7932,8.8187,2:1_0104
32.333,0.1742,21.7699,8.6248,2:1_0104
32.333,0.2199,21.683,8.5777,2:1_0104
48.0,0.1681,21.6092,8.8224,2:1_0104
48.0,0.1906,21.6301,8.7396,2:1_0104
48.0,0.1541,21.7321,8.8695,2:1_0104
55.5,0.2553,21.5175,8.6462,2:1_0104
55.5,0.2179,21.4466,8.9612,2:1_0104
55.5,0.238,21.6504,8.8197,2:1_0104
72.0,0.588,20.6807,8.7792,2:1_0104
72.0,0.5635,20.8341,8.6236,2:1_0104
72.0,0.5765,20.7301,8.8672,2:1_0104
80.0,0.8869,19.9499,8.6361,2:1_0104
80.0,0.9331,19.7582,8.7495,2:1_0104
80.0,0.9524,19.7779,8.9204,2:1_0104
96.0,2.0312,13.7019,8.5836,2:1_0104
96.0,2.005,13.8429,8.8144,2:1_0104
96.0,2.0367,13.3972,8.4142,2:1_0104
104.0,2.6442,7.4836,8.4897,2:1_0104
104.0,2.6694,7.6204,8.5052,2:1_0104
104.0,2.6139,7.3773,8.4945,2:1_0104
120.0,3.346,0.0,5.3662,2:1_0104
120.0,3.3026,0.0,5.2126,2:1_0104
120.0,3.3651,0.2692,5.1406,2:1_0104
128.0,3.4736,0.0804,2.0366,2:1_0104
128.0,3.5313,0.0788,2.1723,2:1_0104
128.0,3.4876,0.0487,2.2823,2:1_0104
144.0,3.5979,0.0,0.0955,2:1_0104
144.0,3.563,0.0,0.0499,2:1_0104
144.0,3.5622,0.0,0.0,2:1_0104
24.0,0.1804,20.0639,11.364,2:1_0105
24.0,0.1687,20.3038,11.7383,2:1_0105
24.0,0.2009,20.1087,11.5182,2:1_0105
32.333,0.2339,20.0045,11.6008,2:1_0105
32.333,0.2352,20.1252,11.5675,2:1_0105
32.333,0.2246,20.12,11.6165,2:1_0105
48.0,0.285,19.7298,11.6318,2:1_0105
48.0,0.2394,19.9636,11.6072,2:1_0105
48.0,0.2412,20.0072,11.6345,2:1_0105
55.5,0.2951,19.9055,11.5835,2:1_0105
55.5,0.2891,19.9023,11.501,2:1_0105
55.5,0.3164,19.8852,11.5549,2:1_0105
72.0,0.4134,19.5835,11.7172,2:1_0105
72.0,0.4234,19.6043,11.6869,2:1_0105
72.0,0.4102,19.4796,11.682,2:1_0105
80.0,0.4447,19.0264,11.6611,2:1_0105
80.0,0.4916,19.4157,11.7303,2:1_0105
80.0,0.4822,19.3402,11.671,2:1_0105
96.0,0.6763,18.6991,11.6114,2:1_0105
96.0,0.6972,18.6896,11.5371,2:1_0105
96.0,0.6682,18.6442,11.7681,2:1_0105
104.0,0.8189,18.256,11.4331,2:1_0105
104.0,0.8755,18.1509,11.4647,2:1_0105
104.0,0.823,18.1478,11.6187,2:1_0105
120.0,1.1245,16.8839,11.6637,2:1_0105
120.0,1.1524,16.6046,11.4885,2:1_0105
120.0,1.156,16.6491,11.4649,2:1_0105
128.0,1.3726,15.6984,11.5721,2:1_0105
128.0,1.3622,15.6665,11.5538,2:1_0105
128.0,1.3608,15.7638,11.6095,2:1_0105
144.0,1.8379,12.4061,11.3902,2:1_0105
144.0,1.8305,12.3792,11.448,2:1_0105
144.0,1.823,12.4407,11.397,2:1_0105
24.0,0.161,18.4637,8.548,2:1_0106
24.0,0.1664,18.4575,8.3525,2:1_0106
24.0,0.1694,18.3882,8.4837,2:1_0106
32.333,0.2592,17.9921,8.4268,2:1_0106
32.333,0.3188,18.1145,8.5931,2:1_0106
32.333,0.2536,17.8829,8.4626,2:1_0106
48.0,1.2396,12.1411,8.4442,2:1_0106
48.0,1.2589,12.0623,8.3062,2:1_0106
48.0,1.2618,12.3233,8.3096,2:1_0106
55.5,2.2947,0.0,6.9415,2:1_0106
55.5,2.2572,0.0017,7.0669,2:1_0106
55.5,2.2705,0.0646,6.9601,2:1_0106
72.0,2.664,0.0,0.1555,2:1_0106
72.0,2.6561,0.0244,0.0281,2:1_0106
72.0,2.6332,0.0,0.0262,2:1_0106
80.0,2.6185,0.0,0.0,2:1_0106
80.0,2.6539,0.0587,0.1268,2:1_0106
80.0,2.6358,0.0,0.0,2:1_0106
96.0,2.6479,0.1397,0.0,2:1_0106
96.0,2.643,0.0,0.0254,2:1_0106
96.0,2.6624,0.1919,0.0498,2:1_0106
104.0,2.6537,0.0,0.0,2:1_0106
104.0,2.64,0.0,0.0128,2:1_0106
104.0,2.6549,0.0064,0.0,2:1_0106
120.0,2.645,0.0,0.0803,2:1_0106
120.0,2.6342,0.0,0.0462,2:1_0106
120.0,2.6527,0.0,0.0624,2:1_0106
128.0,2.6551,0.1975,0.0,2:1_0106
128.0,2.6414,0.0,0.0494,2:1_0106
128.0,2.6424,0.0988,0.0,2:1_0106
144.0,2.6519,0.0,0.0,2:1_0106
144.0,2.655,0.0,0.0,2:1_0106
144.0,2.6396,0.0,0.0047,2:1_0106
24.0,0.1812,21.4397,8.9718,2:1_0107
24.0,0.1852,21.4578,9.2043,2:1_0107
24.0,0.22,21.1742,9.162,2:1_0107
32.333,0.2092,21.4416,9.2872,2:1_0107
32.333,0.2043,21.2831,9.1576,2:1_0107
32.333,0.2464,21.2716,9.094,2:1_0107
48.0,0.2137,21.2916,9.4148,2:1_0107
48.0,0.2548,21.3735,9.2665,2:1_0107
48.0,0.1636,21.5007,9.0117,2:1_0107
55.5,0.1948,21.3654,9.2902,2:1_0107
55.5,0.192,21.2993,9.0693,2:1_0107
55.5,0.2153,21.2735,9.1718,2:1_0107
72.0,0.3381,21.1614,9.291,2:1_0107
72.0,0.3225,21.205,9.2313,2:1_0107
72.0,0.3152,21.1903,9.1925,2:1_0107
80.0,0.3981,21.0592,9.3318,2:1_0107
80.0,0.3987,21.0397,9.1065,2:1_0107
80.0,0.3988,20.8772,9.2342,2:1_0107
96.0,0.6603,20.3872,9.2746,2:1_0107
96.0,0.6484,20.3157,9.3528,2:1_0107
96.0,0.6147,20.265,9.2738,2:1_0107
104.0,0.8439,19.7859,9.2051,2:1_0107
104.0,0.7875,19.7664,9.302,2:1_0107
104.0,0.8449,19.7912,9.1513,2:1_0107
120.0,1.2428,17.9708,9.3495,2:1_0107
120.0,1.2168,18.1636,9.2558,2:1_0107
120.0,1.254,18.1578,9.2262,2:1_0107
128.0,1.5023,16.9018,9.4009,2:1_0107
128.0,1.4717,16.6345,9.0666,2:1_0107
128.0,1.4575,16.6984,9.0886,2:1_0107
144.0,2.0297,13.0451,9.2663,2:1_0107
144.0,2.0256,12.906,9.4048,2:1_0107
144.0,2.0499,12.9768,9.2158,2:1_0107
24.0,0.2817,19.6481,8.359,2:1_0108
24.0,0.2685,19.624,8.3461,2:1_0108
24.0,0.2643,19.6461,8.5594,2:1_0108
32.333,0.2822,19.4917,8.5252,2:1_0108
32.333,0.3103,19.781,8.3741,2:1_0108
32.333,0.2695,19.5485,8.4925,2:1_0108
48.0,0.3173,19.5458,8.1263,2:1_0108
48.0,0.2848,19.5474,8.3076,2:1_0108
48.0,0.2804,19.6788,8.3002,2:1_0108
55.5,1.092,17.6317,8.1248,2:1_0108
55.5,1.1002,17.5993,8.2289,2:1_0108
55.5,1.0748,17.6646,8.3599,2:1_0108
72.0,3.6417,0.0437,0.0,2:1_0108
72.0,3.5697,0.0121,0.0631,2:1_0108
72.0,3.6248,0.0661,0.0,2:1_0108
80.0,3.6219,0.0,0.0697,2:1_0108
80.0,3.6106,0.206,0.0,2:1_0108
80.0,3.6448,0.0,0.1338,2:1_0108
96.0,3.6548,0.0,0.0275,2:1_0108
96.0,3.6543,0.0304,0.0,2:1_0108
96.0,3.6302,0.0,0.0151,2:1_0108
104.0,3.6131,0.0373,0.0,2:1_0108
104.0,3.6064,0.0,0.0,2:1_0108
104.0,3.5986,0.0,0.0778,2:1_0108
120.0,3.6467,0.0,0.0,2:1_0108
120.0,3.6543,0.0386,0.0407,2:1_0108
120.0,3.6401,0.0,0.0214,2:1_0108
128.0,3.6382,0.0107,0.0,2:1_0108
128.0,3.6278,0.0,0.0614,2:1_0108
128.0,3.6001,0.0,0.0682,2:1_0108
144.0,3.6346,0.0,0.0,2:1_0108
144.0,3.6279,0.0,0.048,2:1_0108
144.0,3.6185,0.0,0.0,2:1_0108
24.0,0.1833,19.0408,11.1987,2:1_0109
24.0,0.1422,19.0853,11.2324,2:1_0109
24.0,0.1475,19.327,11.2963,2:1_0109
32.333,0.1583,19.296,11.1911,2:1_0109
32.333,0.1917,19.0993,11.1945,2:1_0109
32.333,0.1683,19.2342,11.3283,2:1_0109
48.0,0.2083,18.7162,11.27,2:1_0109
48.0,0.1858,18.9751,11.1682,2:1_0109
48.0,0.1985,18.8574,11.3416,2:1_0109
55.5,0.2348,18.7041,11.2718,2:1_0109
55.5,0.2687,18.5855,11.2862,2:1_0109
55.5,0.2613,18.5854,11.2439,2:1_0109
72.0,0.5795,16.9593,11.2765,2:1_0109
72.0,0.5423,17.0885,11.0737,2:1_0109
72.0,0.51,17.1446,11.0995,2:1_0109
80.0,0.8,15.4224,11.2684,2:1_0109
80.0,0.7681,15.4616,11.1219,2:1_0109
80.0,0.7884,15.5955,11.1817,2:1_0109
96.0,1.4304,9.2382,11.0012,2:1_0109
96.0,1.4261,9.2069,10.8732,2:1_0109
96.0,1.4107,9.0676,11.0115,2:1_0109
104.0,1.7288,4.7926,10.9216,2:1_0109
104.0,1.7443,4.7887,10.9627,2:1_0109
104.0,1.7346,4.9206,10.7901,2:1_0109
120.0,2.1103,0.2098,9.1981,2:1_0109
120.0,2.0762,0.1828,9.172,2:1_0109
120.0,2.1012,0.2875,9.0842,2:1_0109
128.0,2.2485,0.0868,6.4454,2:1_0109
128.0,2.2386,0.0961,6.4334,2:1_0109
128.0,2.2407,0.0,6.648,2:1_0109
144.0,2.4384,0.1044,1.7952,2:1_0109
144.0,2.4448,0.0,1.9069,2:1_0109
144.0,2.4426,0.1063,1.8409,2:1_0109
24.0,0.1652,21.1164,8.4115,2:1_0110
24.0,0.2141,21.0991,8.4221,2:1_0110
24.0,0.198,20.9737,8.4594,2:1_0110
32.333,0.2064,20.8623,8.5353,2:1_0110
32.333,0.239,20.8928,8.4222,2:1_0110
32.333,0.2239,20.6609,8.4605,2:1_0110
48.0,0.3155,20.5601,8.6711,2:1_0110
48.0,0.3256,20.4581,8.4241,2:1_0110
48.0,0.338,20.4748,8.4437,2:1_0110
55.5,0.4319,20.3119,8.3934,2:1_0110
55.5,0.3829,20.1852,8.3753,2:1_0110
55.5,0.3873,20.0909,8.5939,2:1_0110
72.0,0.7562,19.1636,8.4041,2:1_0110
72.0,0.7698,18.9672,8.4126,2:1_0110
72.0,0.7402,18.8617,8.4941,2:1_0110
